id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
425accd18e2f2135535c6b990714aef7,foosdfpfkusacimwkcsosbicdxkicaua,19039,0,1871,02-06-2010,20-11-2016,20-11-2013,21-11-2015,1156.99,888,0,29.12,0.146348,0,45.30837756,f,131.18,19.2,19.2,1,112.31,6,lxidpiddsbxsbosboudacockeimpuepw,15,0
ae16a1ae95d9eb515ff89dfb2bbff104,foosdfpfkusacimwkcsosbicdxkicaua,4604,0,0,01-09-2009,01-09-2016,01-09-2009,02-09-2015,677.48,0,0,15.72,0.144902,0,44.31137796,f,0,12.82,12.82,1,52.13,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
20166671608876afe20f5fa2829425fe,MISSING,7513,0,0,02-12-2009,02-12-2016,01-11-2015,03-12-2015,446.32,0,0,10.53,0.163619,0.084973,45.80687796,f,0,17.9,17.9,1,34.19,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11.5,0
acbb34f8e45d8638626d71368ffe1d1b,MISSING,6076,20414,497,11-06-2009,11-06-2016,11-06-2009,12-06-2015,534.53,409,0,131.39,0.115174,0.098837,40.606701,t,40,38.04,38.04,2,62.74,7,ldkssxwpmemidmecebumciepifcamkci,24,0
df67eec319fe0c9240d681e24450036c,lmkebamcaaclubfxadlmueccxoimlema,7027,1030,0,08-11-2011,08-11-2016,18-09-2014,09-11-2015,1040.99,0,0,16.38,0.147506,0,45.30837756,t,0,34.68,34.68,2,102.76,4,ldkssxwpmemidmecebumciepifcamkci,13.856,1
0a87b73bc5dfa50fc0dc20a87bfe25a1,MISSING,65431,0,6678,07-01-2005,06-03-2016,09-03-2015,09-03-2015,6579.71,6678,0,131.87,0.115173,0.098284,40.606701,f,656.82,19.68,19.68,1,572.88,11,ldkssxwpmemidmecebumciepifcamkci,22,0
f10db0ce10d6fbb33eeb94b3bf0d2d64,MISSING,125460,0,9035,25-09-2009,22-12-2016,25-09-2009,23-12-2015,2075.4,1558,0,131.94,0.115237,0.100123,40.606701,f,144.96,1.86,1.86,1,257.65,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,41.5,0
50ceafa30a2f8e583f94316ba4156a0a,foosdfpfkusacimwkcsosbicdxkicaua,61027,0,4844,02-08-2010,09-10-2016,02-08-2010,11-10-2015,6037.97,4844,0,129.26,0.112922,0.09781,40.606701,f,469.31,3.28,3.28,1,570.58,5,lxidpiddsbxsbosboudacockeimpuepw,19.72,0
29d1d706f21d73c92c8952099e074e3c,foosdfpfkusacimwkcsosbicdxkicaua,39524,0,0,08-09-2012,06-10-2016,26-08-2015,09-10-2015,362.19,0,0,14.62,0.141434,0,44.31137796,f,0,7.8,7.8,1,29.21,3,lxidpiddsbxsbosboudacockeimpuepw,10.39,0
29896426c04c677cd2392ddc3ce9ef21,foosdfpfkusacimwkcsosbicdxkicaua,32493,0,0,22-06-2010,22-06-2016,22-06-2010,23-06-2015,418.47,0,0,17.75,0.144902,0,44.31137796,f,0,21.52,21.52,1,39.56,6,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
9666354038d450218d249e56c4308043,MISSING,16457,0,3072,08-03-2007,17-01-2017,08-03-2007,18-01-2016,0,3072,0,0,0,0,0,f,0,29.64,29.64,1,182.76,9,ldkssxwpmemidmecebumciepifcamkci,19.8,0
2f34eed55ff1002ea7eb4e0805e61aca,foosdfpfkusacimwkcsosbicdxkicaua,1024524,0,89139,27-04-2012,27-04-2016,27-04-2012,28-04-2015,7901.24,0,0,18.37,0.142819,0,44.31137796,f,0,25.7,25.7,1,675.63,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
780e553d18f912c549d71f60f6e8e95c,foosdfpfkusacimwkcsosbicdxkicaua,16551,0,2156,01-02-2013,11-07-2016,11-07-2014,12-07-2015,1352.84,1683,0,131.02,0.11286,0.096521,40.606701,f,163.35,20.17,20.17,1,138.43,3,lxidpiddsbxsbosboudacockeimpuepw,19,0
d9a956d9bfd59aafb44d43c991986adc,foosdfpfkusacimwkcsosbicdxkicaua,37046,0,3186,18-02-2012,27-02-2016,17-12-2015,09-03-2015,677.48,604,28,19.4,0.182936,0,47.30237796,f,113.13,36.36,36.36,1,60.63,4,lxidpiddsbxsbosboudacockeimpuepw,10.39,0
a3e7e51412efec9b47e4a2f12b62aac3,MISSING,13737,0,3289,07-01-2010,20-12-2016,01-11-2015,21-12-2015,1385.45,3289,0,16.36,0.163869,0.085224,44.31137796,f,325.7,3.7,3.7,1,110.17,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
09719f81116327c767d33ffeb7a485da,ewpakwlliwisiwduibdlfmalxowmwpci,1895,0,0,25-08-2010,25-08-2016,25-08-2010,26-08-2015,284.47,0,0,15.2,0.145711,0,44.31137796,f,0,12.3,12.3,1,30.46,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0
9177d9ba69317e46eba02faa9392a16f,foosdfpfkusacimwkcsosbicdxkicaua,55496,0,7083,22-01-2009,20-01-2017,20-01-2016,26-01-2015,8205.93,7083,0,16.78,0.136979,0,46.55462196,f,1023.66,25.68,25.68,1,693.59,7,ldkssxwpmemidmecebumciepifcamkci,11.4,0
f063d1028ce3bceb5c05847ce3041e3a,foosdfpfkusacimwkcsosbicdxkicaua,9371,0,1400,03-10-2009,03-10-2016,03-10-2009,04-10-2015,981.74,1400,0,9.44,0.165793,0.088539,44.31137796,f,143.34,7.32,7.32,1,97.44,6,lxidpiddsbxsbosboudacockeimpuepw,11,0
1afa2cb70f4a52318e2f9f5d0fac1fbb,MISSING,9828,0,511,14-04-2004,14-04-2016,14-04-2004,15-04-2015,497.94,511,0,131.38,0.115174,0.098837,40.606701,f,50.42,40.38,40.38,1,53.34,12,ldkssxwpmemidmecebumciepifcamkci,19.8,0
2ca574ae4dfe59ac2906a766d0af6690,foosdfpfkusacimwkcsosbicdxkicaua,22933,11,5084,12-09-2012,12-09-2016,08-07-2014,13-09-2015,1405.19,2140,0,15.94,0.145711,0,44.31137796,t,315.37,12.77,12.77,2,139.61,3,lxidpiddsbxsbosboudacockeimpuepw,13.164,0
f50c26266c1c2aae8de45aca588ef386,lmkebamcaaclubfxadlmueccxoimlema,7967,3566,0,29-07-2010,28-07-2016,29-07-2010,29-07-2015,1194.53,0,0,19.9,0.145711,0,44.31137796,t,0,18.62,18.62,2,114.39,6,ldkssxwpmemidmecebumciepifcamkci,13.2,0
0bb50cf999bc89c7688a006e68ec4d96,foosdfpfkusacimwkcsosbicdxkicaua,10060,0,895,06-09-2012,17-10-2016,17-10-2013,18-10-2015,1224.12,895,0,11.38,0.161165,0.083909,44.31137796,f,97.75,7.32,7.32,1,95.65,3,lxidpiddsbxsbosboudacockeimpuepw,11,0
c54e89f7f6096d485b2394d097ef00d3,MISSING,40005,0,3594,14-12-2011,14-12-2016,14-12-2011,16-12-2015,4146.91,3594,0,146.93,0.116509,0.101397,40.606701,f,362.34,1.06,1.06,1,529.57,4,lxidpiddsbxsbosboudacockeimpuepw,24.249,0
aa05eb01e8593054293c2794bd75c3d2,lmkebamcaaclubfxadlmueccxoimlema,28792,67370,2949,22-01-2010,22-01-2017,22-01-2010,24-01-2016,2926.1,2949,0,128.89,0.116902,0.100015,40.606701,t,291.16,47.16,47.16,2,312.89,6,lxidpiddsbxsbosboudacockeimpuepw,31.5,0
9417fa1a1dc228a4192a5afa674a6c7b,foosdfpfkusacimwkcsosbicdxkicaua,1806,0,162,13-02-2012,27-02-2016,27-02-2014,09-03-2015,233.6,162,22,144.99,0.15441,0.130527,41.1052014,f,20.9,63.96,63.96,1,85.85,4,lxidpiddsbxsbosboudacockeimpuepw,16,0
93054a281164e7ba0eb42ad306b7c15a,foosdfpfkusacimwkcsosbicdxkicaua,50706,0,6010,05-06-2012,05-06-2016,05-06-2012,14-06-2015,1513.8,0,0,16.54,0.164057,0.086803,44.31137796,f,0,19.28,19.28,1,119,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,1
d777a1c2e83a9ea26018142f64286cf4,usilxuppasemubllopkaafesmlibmsdf,14352,0,1301,29-12-2011,29-12-2016,01-11-2015,30-12-2015,2160.93,1301,0,11.35,0.144058,0,44.31137796,f,190.28,3.84,3.84,1,149.74,4,lxidpiddsbxsbosboudacockeimpuepw,14.49,0
8a1635685e64367baeb38e8ab0d64299,lmkebamcaaclubfxadlmueccxoimlema,19711,0,1933,18-06-2012,18-06-2016,22-05-2015,23-06-2015,1944.41,1933,0,131,0.115761,0.099419,40.606701,f,190.54,14.32,14.32,1,208.95,4,ldkssxwpmemidmecebumciepifcamkci,15.588,0
7099a5be35c04bf7a55d30bcc68c84a5,foosdfpfkusacimwkcsosbicdxkicaua,8001,0,0,01-04-2010,01-04-2016,09-03-2015,02-04-2015,694.41,0,0,16.01,0.163483,0.085584,44.31137796,f,0,21.48,21.48,1,99.59,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
e627dc6c6bc01364f1092278cc640b96,foosdfpfkusacimwkcsosbicdxkicaua,11611,0,1450,13-11-2009,13-11-2016,13-11-2009,18-11-2015,593.71,1450,0,16.19,0.167086,0.088444,45.80687796,f,159.81,17.13,17.13,2,53.09,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
994244c5fdf486eed3b17656521f98c2,MISSING,51,0,0,24-08-2009,24-08-2016,24-08-2009,25-08-2015,7.52,0,0,65.55,0.144902,0,44.31137796,f,0,13.08,13.08,1,0.58,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11,1
8d118608a01c895fb59892d9d161c303,ewpakwlliwisiwduibdlfmalxowmwpci,15463,0,1472,09-02-2010,09-02-2016,09-02-2010,11-02-2015,1531.98,1472,0,132.15,0.1169,0.100015,40.606701,f,144.14,29.64,29.64,1,177.4,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,0
bc2a4a55267f560b4bf31a2de1ad520b,ewpakwlliwisiwduibdlfmalxowmwpci,29868,1592,2502,08-02-2012,07-02-2016,10-07-2015,09-02-2015,2996.73,2502,0,129.25,0.1169,0.100015,40.606701,t,243.04,22.44,22.44,2,327.1,4,lxidpiddsbxsbosboudacockeimpuepw,15.001,0
4c037f48839b2d3a5fd4729a6e2513a5,MISSING,5444,0,311,31-01-2011,31-01-2016,31-01-2011,09-02-2015,371.74,311,0,131.74,0.120372,0.103487,40.606701,f,32.1,69.24,69.24,1,44.01,5,ldkssxwpmemidmecebumciepifcamkci,27.71,0
cd4c08c5cadb16861f971aba1e561d40,MISSING,34277,0,4640,08-09-2009,08-09-2016,12-07-2015,09-09-2015,3862.26,4599,0,17.45,0.159432,0.082175,44.31137796,f,506.75,11.42,11.42,1,218.24,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
522a084591b99496efb6d8f421aae11b,foosdfpfkusacimwkcsosbicdxkicaua,5923,0,0,19-02-2010,19-02-2016,14-09-2015,20-02-2015,532.35,0,0,42.47,0.164637,0.086741,44.31137796,f,0,26.04,26.04,1,56.24,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
d1a09426f9cc816d2852a0336b33eb4f,foosdfpfkusacimwkcsosbicdxkicaua,5912,0,1266,17-02-2012,26-02-2016,14-08-2015,27-02-2015,627.21,1266,22,129.25,0.15441,0.130527,41.1052014,f,130.62,60,60,1,63.61,4,lxidpiddsbxsbosboudacockeimpuepw,15.001,0
8c26b63a58eac10ef00918a2fa4df800,MISSING,2207,0,0,04-02-2010,04-02-2016,15-12-2015,05-02-2015,330.48,0,0,19.54,0.14612,0,44.31137796,f,0,33.12,33.12,1,34.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
c4532f251155c6eb166332dc6dab2fa3,foosdfpfkusacimwkcsosbicdxkicaua,7396,0,0,04-09-2009,04-09-2016,04-09-2009,05-09-2015,782.76,0,0,17.5,0.165793,0.088539,44.31137796,f,0,10.08,10.08,1,71.46,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
47d3787ea994e938f5f3bea62c4520f2,MISSING,10445,0,432,03-12-2009,03-12-2016,24-05-2015,04-12-2015,1082.16,432,0,132.15,0.115237,0.100123,40.9390266,f,42.8,22.1,22.1,1,123.68,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,23.1,0
9f56ba0b41f4413b282ac372e3a88192,foosdfpfkusacimwkcsosbicdxkicaua,21665,0,1205,04-02-2010,24-02-2016,04-02-2010,25-02-2015,2185.56,1205,0,120.44,0.1169,0.100015,40.606701,f,122.21,25.8,25.8,1,286.03,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
13900ce88c844ffa2d0305f657209358,MISSING,21129,0,0,07-05-2004,07-05-2016,07-05-2004,12-05-2015,2134.75,0,0,121.13,0.115174,0.098837,40.606701,f,0,22.53,22.53,1,259.68,12,ldkssxwpmemidmecebumciepifcamkci,21.24,0
cf26b21f06cabbd3f8cdf09c2c8ee5c2,ewpakwlliwisiwduibdlfmalxowmwpci,13092,0,0,01-12-2011,30-11-2016,18-09-2015,01-12-2015,1278.99,0,0,16.18,0.162133,0.083488,44.31137796,f,0,6.45,6.45,1,88.06,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0
db8d11881369c4be4c811f8dba562845,MISSING,24640,0,1487,01-07-2008,31-12-2016,01-07-2008,01-01-2016,0,0,0,208.41,0.092453,0.086393,59.17346796,f,0,0.36,0.36,1,0,8,ldkssxwpmemidmecebumciepifcamkci,180,0
16af5c5dbe0413f6a2075dee8834eef1,usilxuppasemubllopkaafesmlibmsdf,82696,0,5801,28-01-2013,28-01-2016,28-01-2013,30-01-2015,483.52,0,0,15.46,0.273963,0,59.26637796,f,0,198.12,198.12,1,282.22,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
74e90146a7038b813d2f4f602c91deea,foosdfpfkusacimwkcsosbicdxkicaua,12689,0,0,21-10-2010,21-10-2016,21-10-2010,23-10-2015,544.48,0,0,18.46,0.147506,0,46.30537836,f,0,31.16,31.16,1,53.18,5,lxidpiddsbxsbosboudacockeimpuepw,15,0
a37fe24baf99add78bacd0e654318c78,foosdfpfkusacimwkcsosbicdxkicaua,20190,0,4807,03-11-2009,03-11-2016,18-09-2015,04-11-2015,1273.57,4807,0,16.29,0.164448,0.085803,44.31137796,f,427.83,6.45,6.45,1,108.72,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
d789ff1f12e3a2a4b8d4decd5414c032,ewpakwlliwisiwduibdlfmalxowmwpci,25066,150864,228,11-06-2010,11-06-2016,11-06-2010,23-06-2015,897.27,0,0,16.15,0.145711,0,44.31137796,t,0,22.52,22.52,2,89.67,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
730a97840bd89d1ea2703d48cd9273a6,foosdfpfkusacimwkcsosbicdxkicaua,1414,0,0,06-10-2011,13-08-2016,01-04-2014,16-08-2015,214.08,0,0,13.15,0.146694,0,44.31137796,f,0,79.16,79.16,1,21.54,4,lxidpiddsbxsbosboudacockeimpuepw,34.641,0
a2649acac36faf02b8e654546456eb2b,foosdfpfkusacimwkcsosbicdxkicaua,15102,0,543,16-12-2009,16-12-2016,17-11-2015,17-12-2015,1569.25,543,0,132.52,0.111774,0.096655,40.606701,f,51.99,0.8,0.8,1,137.75,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
f9cea582da9471aa094501d89506bf8f,MISSING,13655,0,2753,16-03-2007,03-01-2017,16-11-2015,04-01-2016,0,2753,0,0,0.0006,0,0,f,0,34.8,34.8,1,141.68,9,lxidpiddsbxsbosboudacockeimpuepw,13.9,0
bfa9d64a9b81259af3238acef5ede2c4,lmkebamcaaclubfxadlmueccxoimlema,2661,0,0,29-03-2011,29-03-2016,29-03-2011,30-03-2015,399.39,0,0,15.98,0.145884,0,44.31137796,f,0,31.64,31.64,1,38.6,5,ldkssxwpmemidmecebumciepifcamkci,13.856,0
9852f7d3f07ad39551bc40c10af86f0c,foosdfpfkusacimwkcsosbicdxkicaua,15858,78089,0,01-11-2011,01-11-2016,27-06-2014,02-11-2015,2363.68,0,0,19.41,0.145789,0,44.31137796,t,0,6.45,6.45,2,214.81,4,lxidpiddsbxsbosboudacockeimpuepw,13.85,0
83bb1a6b46270e27e896533a80a5994c,usilxuppasemubllopkaafesmlibmsdf,7003,1359,602,28-11-2011,02-05-2016,13-05-2014,03-05-2015,1019.12,602,0,14.41,0.142065,0,44.31137796,t,86.34,19.2,19.2,2,99.49,4,lxidpiddsbxsbosboudacockeimpuepw,10.392,0
e6eb012ed11854717e1dd1c709e29751,foosdfpfkusacimwkcsosbicdxkicaua,3713,0,347,03-01-2012,20-05-2016,20-05-2014,23-05-2015,705.07,347,22,16.28,0.186188,0,45.80687796,f,65.22,43.66,43.66,1,262.64,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
5b3b719d7b18c8c57ce53685b1ca2bdc,foosdfpfkusacimwkcsosbicdxkicaua,20937,0,0,09-04-2012,17-07-2016,17-07-2015,13-07-2014,3139.11,0,0,18.37,0.138305,0,44.31137796,f,0,16.59,16.59,1,210.42,4,lxidpiddsbxsbosboudacockeimpuepw,13.15,0
b8bd768b39a85f95b89332ea63a26b6a,foosdfpfkusacimwkcsosbicdxkicaua,4614,0,0,07-09-2009,07-09-2016,07-09-2009,08-09-2015,686.27,0,0,16.17,0.144902,0,44.31137796,f,0,10.08,10.08,1,59.29,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
fa607686025861a7600685b84314511f,foosdfpfkusacimwkcsosbicdxkicaua,2194,7004,0,14-05-2012,14-05-2016,23-04-2014,22-05-2015,327.94,0,0,18.61,0.145711,0,44.31137796,t,0,21.15,21.15,3,32.41,4,lxidpiddsbxsbosboudacockeimpuepw,11.43,0
01cef6147de938c6c984b4ec406a5ef2,lmkebamcaaclubfxadlmueccxoimlema,351441,0,79727,01-12-2010,01-12-2016,01-12-2010,02-12-2015,3393.86,3031,0,131.76,0.115237,0.100123,40.606701,f,304.68,0.84,0.84,1,394.52,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,0
8ec354ef0198688543ac9b41bd85e0b8,MISSING,5483,0,0,26-05-2010,26-05-2016,26-05-2010,29-05-2015,823.51,0,0,6.53,0.145711,0,44.31137796,f,0,20.34,20.34,1,80.97,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11,0
2bead7b9b7ad36ed0dda7411527a0cf0,foosdfpfkusacimwkcsosbicdxkicaua,1047446,0,115623,25-05-2011,25-05-2016,25-05-2011,31-05-2015,4989.89,4342,0,144.6,0.115174,0.098837,40.606701,f,421.31,35.04,35.04,1,541.74,5,lxidpiddsbxsbosboudacockeimpuepw,33,0
b8530e60a5ce15e64108b2fd052b4bf2,foosdfpfkusacimwkcsosbicdxkicaua,3926060,1959386,469210,18-04-2012,18-04-2016,18-04-2012,19-04-2015,4192.31,3640,0,145.62,0.11691,0.100572,40.606701,t,357.89,30.18,30.18,2,514.02,4,lxidpiddsbxsbosboudacockeimpuepw,25,0
577ef85e57140449a0bdcee59a5ddfee,foosdfpfkusacimwkcsosbicdxkicaua,18620,0,0,25-11-2011,25-11-2016,01-11-2015,26-11-2015,2006.55,0,0,129.25,0.11536,0.100243,40.606701,f,0,4.41,4.41,1,224.71,4,lxidpiddsbxsbosboudacockeimpuepw,23.1,0
a6165b4cce864612240b560b546b0049,MISSING,141030,0,10100,28-01-2005,11-03-2016,09-03-2015,13-03-2015,3303.45,2324,0,132.55,0.115172,0.098283,40.606701,f,231.45,31.21,31.21,1,353.47,11,ldkssxwpmemidmecebumciepifcamkci,23.1,0
fc8360dfae195c21c4f1cb2fe761a9ba,lmkebamcaaclubfxadlmueccxoimlema,18317,0,3233,29-02-2012,02-03-2016,29-02-2012,06-03-2015,2004.59,3233,0,132.14,0.120372,0.103487,40.606701,f,339.49,36.22,36.22,1,182.22,4,ldkssxwpmemidmecebumciepifcamkci,20,0
147ad56aa4e95ed91b712c6f42eeeaff,usilxuppasemubllopkaafesmlibmsdf,8682,0,0,27-09-2011,27-09-2016,27-09-2011,28-09-2015,1304.69,0,0,15.44,0.145711,0,44.31137796,f,0,12.82,12.82,1,131.83,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
9fe197bb99e85553722b115e0a5d0483,MISSING,12479,0,2159,15-03-2010,15-03-2016,15-03-2010,16-03-2015,601.04,1007,0,144.88,0.120372,0.103487,40.606701,f,107.65,52.44,52.44,1,70.07,6,lxidpiddsbxsbosboudacockeimpuepw,23.1,1
1fbc541550fbbe3ac7a027c2099010e6,foosdfpfkusacimwkcsosbicdxkicaua,52618,0,6737,12-09-2012,30-07-2016,30-07-2013,31-07-2015,5132.75,6737,0,167.49,0.111125,0.094787,40.606701,f,626.04,28.78,28.78,1,427.43,3,lxidpiddsbxsbosboudacockeimpuepw,60,0
33923df0110024c9bdb81b9ad388dd05,foosdfpfkusacimwkcsosbicdxkicaua,22669,0,0,13-08-2012,13-08-2016,31-10-2013,16-08-2015,3338.46,0,0,6.48,0.143166,0,44.31137796,f,0,12.18,12.18,1,283.51,3,lxidpiddsbxsbosboudacockeimpuepw,11.43,0
9bff9df513e545bf93d6b96c39c4c1bf,usilxuppasemubllopkaafesmlibmsdf,21743,0,2225,07-10-2011,07-10-2016,20-09-2015,09-10-2015,1059.93,1179,0,131.76,0.11536,0.100243,40.9390266,f,116.7,23,23,1,117.81,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
8052b3c9396f3ad964ca7f4423dd9310,foosdfpfkusacimwkcsosbicdxkicaua,9766,0,0,17-09-2009,17-09-2016,17-09-2009,18-09-2015,1440.39,0,0,145.02,0.142819,0,44.31137796,f,0,12.98,12.98,1,116.86,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15,0
6831b6491fd369eee960fa3c9a9932bd,foosdfpfkusacimwkcsosbicdxkicaua,25083,0,0,25-10-2012,19-02-2016,16-12-2015,22-02-2015,2390.86,0,0,41.06,0.160012,0.082114,44.31137796,f,0,33.84,33.84,1,213.36,3,lxidpiddsbxsbosboudacockeimpuepw,15,1
4747ec6d33861d613ba03fed22df6257,MISSING,44076,0,3768,26-04-2004,26-04-2016,14-04-2015,27-04-2015,4299.3,3768,0,141.01,0.114604,0.098262,40.606701,f,362.19,23.12,23.12,1,492.24,12,ldkssxwpmemidmecebumciepifcamkci,19.15,0
1f5f8dfb949dd9fb5ded7d452b1eef56,MISSING,29571,6114,4952,25-09-2009,25-09-2016,19-05-2015,27-09-2015,4335.8,4952,0,9.7,0.142819,0,44.31137796,t,716.55,12.48,12.48,2,337.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,14.49,0
311b30ceee500249ae82c437cc2e2cd7,foosdfpfkusacimwkcsosbicdxkicaua,18796,0,0,11-07-2012,24-09-2016,24-09-2015,12-07-2015,3061.76,0,30,19.17,0.198096,0,46.30537836,f,0,30.9,30.9,2,175.04,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
641e78d8ad31b489245b2a93110c19c2,foosdfpfkusacimwkcsosbicdxkicaua,3249,0,601,21-07-2009,21-07-2016,23-05-2015,26-07-2015,477.8,601,0,18.35,0.14317,0,44.31137796,f,86.83,14.57,14.57,1,41.73,7,ldkssxwpmemidmecebumciepifcamkci,10.35,0
e0ec3e426eed80315a451be61af0e278,usilxuppasemubllopkaafesmlibmsdf,15023,0,3474,24-03-2012,24-03-2016,24-03-2012,25-03-2015,1656.61,3474,0,13.83,0.162033,0.084138,44.31137796,f,380.01,23.64,23.64,1,157.81,4,lxidpiddsbxsbosboudacockeimpuepw,11.5,0
142819ccd2370dc6cf371ea91ad0afc0,usilxuppasemubllopkaafesmlibmsdf,20744,27647,909,01-04-2011,20-04-2016,20-04-2015,02-04-2015,1602.11,909,30,132.12,0.160208,0.134604,41.1052014,t,121.72,86.14,86.14,3,86.84,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,27.6,1
bc9de7bd8a721bf60db0c2e38734a4bc,foosdfpfkusacimwkcsosbicdxkicaua,598235,0,53253,14-12-2011,13-12-2016,14-12-2011,14-12-2015,3413.47,2000,0,139.19,0.115237,0.100123,40.606701,f,196.02,0.72,0.72,1,387.65,4,lxidpiddsbxsbosboudacockeimpuepw,16.5,0
5b2523cb913d5019eb2cb426602285df,foosdfpfkusacimwkcsosbicdxkicaua,3956,0,326,03-01-2013,03-01-2017,18-11-2015,04-01-2016,591.94,326,0,14.42,0.142649,0,44.31137796,t,46.85,37.56,37.56,2,60.8,3,lxidpiddsbxsbosboudacockeimpuepw,15,1
a9a3bc956afb16b7f39eda74f7249a34,foosdfpfkusacimwkcsosbicdxkicaua,559754,0,44788,11-01-2011,11-01-2017,24-05-2015,12-01-2016,1682.61,1365,0,118.95,0.116908,0.100019,40.606701,f,134.82,41.52,41.52,1,220.4,5,lxidpiddsbxsbosboudacockeimpuepw,27.7,0
51193edbc48301612b549bb588a744b1,MISSING,17855,315,0,02-04-2012,18-12-2016,30-10-2015,21-12-2015,96.28,0,0,14.32,0.162904,0.085646,44.31137796,t,0,3.24,3.24,3,6.4,4,lxidpiddsbxsbosboudacockeimpuepw,10.392,0
1fc5f3d98c80b6e3f6efffcd07f7fdeb,foosdfpfkusacimwkcsosbicdxkicaua,10962,0,0,06-07-2012,07-05-2016,07-05-2015,14-07-2014,1236.58,0,0,11.57,0.15885,0.081596,44.31137796,f,0,25.7,25.7,1,65.65,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
37d39759d01c4122693f02d0395a85fa,foosdfpfkusacimwkcsosbicdxkicaua,5982,0,1710,11-06-2012,11-06-2016,29-04-2015,14-06-2015,892.79,1710,0,18.32,0.145137,0,44.31137796,f,250.85,22.52,22.52,1,81.76,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
471a911d1a509d0ab960f79893d7f89f,usilxuppasemubllopkaafesmlibmsdf,17760,0,0,24-10-2012,24-10-2016,24-05-2015,25-10-2015,1804.57,0,0,119.41,0.116509,0.101397,40.606701,f,0,14.6,14.6,1,243.13,3,lxidpiddsbxsbosboudacockeimpuepw,43.648,0
0dac350c88e0ea6eee304eb848530917,foosdfpfkusacimwkcsosbicdxkicaua,2389,0,417,29-04-2013,29-04-2016,29-04-2013,30-04-2015,359.49,417,0,0,0.145711,0,44.31137796,f,61.49,30.98,30.98,1,36.68,3,lxidpiddsbxsbosboudacockeimpuepw,15,0
30f87fc3ce5a61e44b356ede81a4291c,foosdfpfkusacimwkcsosbicdxkicaua,1849,0,345,20-11-2009,20-11-2016,18-09-2015,21-11-2015,273.73,345,0,16.77,0.142881,0,46.30537836,f,49.77,21.09,21.09,1,21.21,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
592a11fc556136382edb9420a34c520c,foosdfpfkusacimwkcsosbicdxkicaua,3741,0,0,12-02-2011,12-02-2016,16-12-2015,13-02-2015,451.86,0,0,24.73,0.161169,0.08327,44.31137796,f,0,27.6,27.6,1,47.18,5,lxidpiddsbxsbosboudacockeimpuepw,11,1
eeef421080e9bc223a2b2e0315bd8343,foosdfpfkusacimwkcsosbicdxkicaua,41041,0,3121,25-11-2011,05-10-2016,03-12-2013,11-10-2015,6041.17,3121,0,13.85,0.143166,0,44.31137796,f,452.69,10,10,1,498.91,4,lxidpiddsbxsbosboudacockeimpuepw,15,0
